fecha_update	COD_LOCAL	DESCRIPCION	INVENTARIO.u.	INVENTARIO.S.
2021-12-28	3988	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	3989	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	3990	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	3991	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	3992	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	3993	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	3996	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	3997	TIMOX 0.5% SOL.OFT FCOX5ML	5	72.3
2021-12-28	3998	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	3999	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4000	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4001	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4002	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4003	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4005	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4006	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4007	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4011	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4012	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4014	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4016	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4017	TIMOX 0.5% SOL.OFT FCOX5ML	0	0
2021-12-28	4018	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4020	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4022	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4023	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4025	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4026	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4027	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4028	TIMOX 0.5% SOL.OFT FCOX5ML	4	57.84
2021-12-28	4029	TIMOX 0.5% SOL.OFT FCOX5ML	4	57.84
2021-12-28	4030	TIMOX 0.5% SOL.OFT FCOX5ML	7	101.22
2021-12-28	4031	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4032	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4033	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4034	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4035	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4037	TIMOX 0.5% SOL.OFT FCOX5ML	5	72.3
2021-12-28	4038	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4039	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4040	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4043	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4044	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4045	TIMOX 0.5% SOL.OFT FCOX5ML	4	57.84
2021-12-28	4046	TIMOX 0.5% SOL.OFT FCOX5ML	6	86.76
2021-12-28	4047	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4048	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4049	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4052	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4053	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4056	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4057	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4060	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4061	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4062	TIMOX 0.5% SOL.OFT FCOX5ML	5	72.3
2021-12-28	4063	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4064	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4066	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4068	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4069	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4070	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4071	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4072	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4073	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4074	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4076	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4077	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4078	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4079	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4080	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4081	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4082	TIMOX 0.5% SOL.OFT FCOX5ML	5	72.3
2021-12-28	4085	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4087	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4088	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4089	TIMOX 0.5% SOL.OFT FCOX5ML	0	0
2021-12-28	4093	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4094	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4095	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4096	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4098	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4100	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4103	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4104	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4106	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4108	TIMOX 0.5% SOL.OFT FCOX5ML	5	72.3
2021-12-28	4109	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4110	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4113	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4114	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4116	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4117	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4118	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4119	TIMOX 0.5% SOL.OFT FCOX5ML	0	0
2021-12-28	4120	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4121	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4122	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4124	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4125	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4126	TIMOX 0.5% SOL.OFT FCOX5ML	5	72.3
2021-12-28	4129	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4132	TIMOX 0.5% SOL.OFT FCOX5ML	0	0
2021-12-28	4133	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4135	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4136	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4137	TIMOX 0.5% SOL.OFT FCOX5ML	4	57.84
2021-12-28	4138	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4139	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4140	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4141	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4142	TIMOX 0.5% SOL.OFT FCOX5ML	4	57.84
2021-12-28	4143	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4144	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4146	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4147	TIMOX 0.5% SOL.OFT FCOX5ML	5	72.3
2021-12-28	4148	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4149	TIMOX 0.5% SOL.OFT FCOX5ML	5	72.3
2021-12-28	4151	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4153	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4154	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4156	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4159	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4160	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4161	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4166	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4167	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4169	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4170	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4172	TIMOX 0.5% SOL.OFT FCOX5ML	5	72.3
2021-12-28	4173	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4174	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4176	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4179	TIMOX 0.5% SOL.OFT FCOX5ML	5	72.3
2021-12-28	4180	TIMOX 0.5% SOL.OFT FCOX5ML	0	0
2021-12-28	4181	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4182	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4184	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4186	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4187	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4189	TIMOX 0.5% SOL.OFT FCOX5ML	5	72.3
2021-12-28	4190	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4191	TIMOX 0.5% SOL.OFT FCOX5ML	5	72.3
2021-12-28	4192	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4195	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4197	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4198	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4200	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4202	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4203	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4204	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4206	TIMOX 0.5% SOL.OFT FCOX5ML	0	0
2021-12-28	4209	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4213	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4214	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4216	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4220	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4221	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4222	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4224	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4225	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4226	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4227	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4228	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4230	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4232	TIMOX 0.5% SOL.OFT FCOX5ML	0	0
2021-12-28	4233	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4234	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4237	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4238	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4239	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4242	TIMOX 0.5% SOL.OFT FCOX5ML	5	72.3
2021-12-28	4243	TIMOX 0.5% SOL.OFT FCOX5ML	5	72.3
2021-12-28	4244	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4245	TIMOX 0.5% SOL.OFT FCOX5ML	0	0
2021-12-28	4246	TIMOX 0.5% SOL.OFT FCOX5ML	0	0
2021-12-28	4247	TIMOX 0.5% SOL.OFT FCOX5ML	4	57.84
2021-12-28	4249	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4252	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4253	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4255	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4257	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4258	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4260	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4261	TIMOX 0.5% SOL.OFT FCOX5ML	4	57.84
2021-12-28	4262	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4263	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4264	TIMOX 0.5% SOL.OFT FCOX5ML	5	72.3
2021-12-28	4267	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4269	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4270	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4272	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4273	TIMOX 0.5% SOL.OFT FCOX5ML	8	115.68
2021-12-28	4274	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4277	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4280	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4281	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4284	TIMOX 0.5% SOL.OFT FCOX5ML	6	86.76
2021-12-28	4286	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4288	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4289	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4290	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4291	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4294	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4297	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4298	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4299	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4300	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4302	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4303	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4304	TIMOX 0.5% SOL.OFT FCOX5ML	4	57.84
2021-12-28	4305	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4306	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4307	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4310	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4312	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4313	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4316	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4318	TIMOX 0.5% SOL.OFT FCOX5ML	5	72.3
2021-12-28	4320	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4321	TIMOX 0.5% SOL.OFT FCOX5ML	4	57.84
2021-12-28	4322	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4323	TIMOX 0.5% SOL.OFT FCOX5ML	4	57.84
2021-12-28	4326	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4328	TIMOX 0.5% SOL.OFT FCOX5ML	4	57.84
2021-12-28	4331	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4333	TIMOX 0.5% SOL.OFT FCOX5ML	4	57.84
2021-12-28	4336	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4338	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4339	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4340	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4341	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4342	TIMOX 0.5% SOL.OFT FCOX5ML	4	57.84
2021-12-28	4343	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4344	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4345	TIMOX 0.5% SOL.OFT FCOX5ML	6	86.76
2021-12-28	4346	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4349	TIMOX 0.5% SOL.OFT FCOX5ML	5	72.3
2021-12-28	4350	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4353	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4354	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4356	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4359	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4360	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4365	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4366	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4369	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4370	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4376	TIMOX 0.5% SOL.OFT FCOX5ML	4	57.84
2021-12-28	4377	TIMOX 0.5% SOL.OFT FCOX5ML	0	0
2021-12-28	4378	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4379	TIMOX 0.5% SOL.OFT FCOX5ML	4	57.84
2021-12-28	4380	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4381	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4383	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4384	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4385	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4390	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4391	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4393	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4396	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4397	TIMOX 0.5% SOL.OFT FCOX5ML	0	0
2021-12-28	4402	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4407	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4409	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4411	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4413	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4417	TIMOX 0.5% SOL.OFT FCOX5ML	6	86.76
2021-12-28	4425	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4426	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4428	TIMOX 0.5% SOL.OFT FCOX5ML	4	57.84
2021-12-28	4429	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4430	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4431	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4432	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4433	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4434	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4435	TIMOX 0.5% SOL.OFT FCOX5ML	4	57.84
2021-12-28	4438	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4439	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4440	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4442	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4443	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4444	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4446	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4447	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4448	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4449	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4451	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4452	TIMOX 0.5% SOL.OFT FCOX5ML	5	72.3
2021-12-28	4453	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4454	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4456	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4457	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4458	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4460	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4461	TIMOX 0.5% SOL.OFT FCOX5ML	5	72.3
2021-12-28	4463	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4464	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4471	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4472	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4473	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4474	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4475	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4477	TIMOX 0.5% SOL.OFT FCOX5ML	4	57.84
2021-12-28	4479	TIMOX 0.5% SOL.OFT FCOX5ML	0	0
2021-12-28	4481	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4483	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4485	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4489	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4494	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4497	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4499	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4500	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4501	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4502	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4503	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4506	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4507	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4508	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4509	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4513	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4515	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4516	TIMOX 0.5% SOL.OFT FCOX5ML	4	57.84
2021-12-28	4519	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4522	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4523	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4524	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4525	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4526	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4530	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4531	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4532	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4539	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4540	TIMOX 0.5% SOL.OFT FCOX5ML	5	72.3
2021-12-28	4541	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4543	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4544	TIMOX 0.5% SOL.OFT FCOX5ML	2	28.92
2021-12-28	4547	TIMOX 0.5% SOL.OFT FCOX5ML	1	14.46
2021-12-28	4548	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
2021-12-28	4549	TIMOX 0.5% SOL.OFT FCOX5ML	3	43.38
