periodo	fecha_update	DESCRIPCION	COD_LOCAL	VTA_PERIODO_UNID	VALOR_VTA_PUB_PERIODO_S
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4825	5	18.28
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4827	1	4.32
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4828	2	10.62
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4829	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4830	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4831	3	11.19
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4832	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4833	1	4.32
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4834	3	11.19
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4835	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4836	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4837	2	8.3
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4838	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4839	1	4.32
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4840	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4841	5	16.54
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4843	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4844	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4846	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4847	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4848	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4849	1	4.32
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4850	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4851	1	3.89
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4852	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4853	1	4.32
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4854	1	4.32
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4855	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4856	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4857	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4859	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4860	1	2.47
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4861	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4862	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4863	4	14.74
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4864	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4865	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4866	2	8.64
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4867	1	4.32
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4868	1	4.32
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4869	1	4.1
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4870	1	4.32
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4871	1	4.32
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4872	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4873	2	5.76
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4874	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4875	2	6.62
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4876	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4877	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4878	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4879	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4880	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4881	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4882	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4883	1	4.32
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4884	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4885	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4886	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4887	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4889	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4892	1	5.34
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4893	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4894	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4895	5	18.29
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4898	2	8.64
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4899	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4900	1	4.32
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4901	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4902	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4903	2	8.64
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4904	2	6.62
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4905	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4906	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4907	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4908	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4910	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4911	1	4.32
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4912	1	4.32
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4913	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4914	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4915	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4917	4	17.28
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4918	3	12.96
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4919	2	8.64
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4921	1	4.32
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4922	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4924	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4927	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4928	1	4.32
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4929	2	8.64
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4930	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4931	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4934	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4935	3	12.96
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4936	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4937	1	4.32
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4940	2	8.64
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4941	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4942	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4943	1	4.32
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4944	1	4.32
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4945	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4946	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4950	1	4.32
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4951	1	4.32
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4952	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4956	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4959	1	4.32
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4963	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4993	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4994	2	8.64
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4995	2	6.62
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	3822	7	38.46
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	3871	3	16.21
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	3875	5	20.99
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4099	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4111	1	2.88
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4826	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4055	4	17.28
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	3840	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4050	3	11.19
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4134	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4947	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	3972	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4938	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	3977	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	3995	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	3865	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	3964	2	8.64
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	3880	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4075	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4960	1	4.32
2021-12-01	2021-12-28	GENTAMICINA 0.3% SOL.OFT FCOX5ML	4185	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% UNG.OFT TBOx3.5G	2558	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% UNG.OFT TBOx3.5G	2709	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% UNG.OFT TBOx3.5G	3012	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% UNG.OFT TBOx3.5G	3091	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% UNG.OFT TBOx3.5G	5034	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% UNG.OFT TBOx3.5G	5051	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% UNG.OFT TBOx3.5G	5073	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% UNG.OFT TBOx3.5G	5155	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% UNG.OFT TBOx3.5G	4239	 	 
2021-12-01	2021-12-28	GENTAMICINA 0.3% UNG.OFT TBOx3.5G	4766	 	 
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	CD06	 	 
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2449	10	109.12
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2450	7	77
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2451	3	32.56
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2452	4	43.56
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2453	12	132
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2454	2	22
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2455	7	77
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2456	8	86.68
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2457	7	76.12
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2458	9	97.68
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2459	8	87.11
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2460	4	36
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2461	9	95.92
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2462	1	11
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2463	7	77
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2464	11	120.56
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2465	4	43.56
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2466	6	64.23
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2467	17	186.12
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2468	8	87.12
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2473	7	66.87
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2474	2	18.77
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2475	10	94.24
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2476	9	85.82
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2477	9	84.29
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2478	6	57.09
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2479	13	121.43
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2480	6	56.7
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2481	4	37.54
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2482	9	83.5
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2483	8	74.7
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2484	3	28.74
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2485	6	55.01
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2486	9	83.5
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2487	7	66.27
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2488	7	65.32
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2489	4	38.32
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2490	15	142.54
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2491	8	74.69
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2492	6	56.31
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2493	7	65.49
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2494	14	132.54
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2495	4	37.93
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2496	11	103.05
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2497	13	123.36
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2498	12	113.01
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2499	5	36.56
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2500	11	101.23
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2501	13	114.62
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2503	8	75.29
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2504	8	75.18
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2505	16	147.51
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2506	4	36.54
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2507	11	103.04
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2508	6	56.7
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2509	5	47.12
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2510	7	64.41
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2511	10	91.69
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2512	8	62.11
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2513	7	54.54
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2514	2	18.39
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2515	7	67.05
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2516	5	47.45
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2517	10	93.67
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2518	12	102.04
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2519	11	99.42
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2520	18	145.11
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2521	6	55.18
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2522	21	145.2
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2523	2	19.16
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2524	7	66.28
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2525	3	26.85
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2526	11	101.95
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2527	16	151.3
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2528	4	37.93
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2529	8	76.62
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2530	16	149.76
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2531	5	45.4
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2532	8	68.8
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2533	8	75.09
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2534	1	9.19
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2535	5	47.51
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2536	11	94.12
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2537	24	197.69
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2538	3	28.35
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2539	6	56.31
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2540	9	85.43
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2541	11	104.21
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2542	2	18.77
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2543	6	57.09
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2544	5	45.79
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2545	7	63.52
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2546	9	86.21
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2547	12	112.23
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2548	5	44.53
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2549	8	75.85
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2550	32	295.3
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2551	9	85.04
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2552	4	37.93
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2553	9	84.66
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2554	19	132.54
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2555	8	72.84
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2556	5	47.12
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2557	6	57.09
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2558	1	9.19
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2559	10	93.85
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2560	8	76.63
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2561	6	56.7
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2562	12	99.33
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2563	3	28.74
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2564	15	143.09
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2565	17	160.5
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2566	7	65.5
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2567	4	37.92
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2568	3	28.74
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2569	4	37.93
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2570	3	28.35
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2571	8	75.47
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2572	4	37.15
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2573	10	94.63
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2574	11	100.1
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2575	6	56.57
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2576	16	150.93
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2577	4	38.31
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2578	18	165.35
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2579	5	47.5
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2580	13	122.59
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2581	17	158.37
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2582	8	76.25
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2583	4	37.54
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2584	9	85.04
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2585	4	38.31
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2586	7	66.29
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2587	14	133.31
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2588	6	56.69
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2589	11	103.04
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2590	15	136.15
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2591	10	93.47
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2592	1	9.58
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2593	14	132.55
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2594	9	85.82
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2595	6	46.66
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2596	1	9.12
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2597	4	37.04
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2598	15	142.12
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2599	3	27.35
2021-12-01	2021-12-28	FLORIL 0.03 % COLIR FCOx15ML	2600	12	113.39
