periodo	fecha_update	DESCRIPCION	COD_LOCAL	VTA_PERIODO_UNID	VALOR_VTA_PUB_PERIODO_S
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	CD06	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2449	1	9.2
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2450	4	35.15
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2451	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2452	4	36.44
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2453	3	26.88
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2454	1	9.2
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2455	5	44.54
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2456	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2457	6	54.12
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2458	1	9.2
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2459	8	70.66
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2460	5	44.2
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2461	1	8.84
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2462	1	8.84
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2463	1	8.84
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2464	4	32.8
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2465	1	9.2
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2466	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2467	8	64.36
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2468	7	57.4
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2473	5	37.41
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2474	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2475	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2476	7	50.98
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2477	1	6.75
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2478	1	7.88
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2479	3	21.76
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2480	2	14.06
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2481	4	28.61
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2482	3	22
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2483	8	55.14
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2484	5	34.03
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2485	2	14.61
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2486	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2487	2	14.61
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2488	4	34.22
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2489	2	15.28
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2490	3	22.07
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2491	2	14.92
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2492	1	7.46
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2493	3	21.45
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2494	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2495	2	14.92
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2496	4	27.85
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2497	3	21.45
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2498	4	28.91
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2499	1	6.69
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2500	3	24.93
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2501	5	38.16
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2503	3	22.07
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2504	4	33.87
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2505	13	108.66
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2506	1	7.15
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2507	2	14.92
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2508	5	34.87
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2509	3	20.81
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2510	2	12.51
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2511	1	7.46
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2512	8	52.74
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2513	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2514	3	21.45
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2515	2	14.06
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2516	9	77.87
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2517	2	15.29
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2518	1	6.51
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2519	5	29.17
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2520	4	27.53
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2521	4	29.53
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2522	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2523	1	7.15
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2524	5	37.3
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2525	1	9.92
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2526	1	7.46
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2527	1	7.46
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2528	3	22.38
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2529	7	48.65
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2530	5	42.2
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2531	3	17.2
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2532	4	26.58
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2533	2	14.31
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2534	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2535	2	14.92
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2536	2	12.24
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2537	10	68.14
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2538	1	7.15
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2539	1	7.15
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2540	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2541	8	61.77
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2542	1	7.15
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2543	4	29.53
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2544	4	28.47
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2545	3	17.31
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2546	8	58.75
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2547	3	21.76
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2548	3	21.45
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2549	1	7.46
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2550	12	87.99
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2551	1	7.46
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2552	3	20.25
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2553	6	41.07
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2554	7	35.18
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2555	3	22.07
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2556	3	14.93
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2557	4	29.22
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2558	1	7.15
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2559	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2560	2	14.92
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2561	1	6.75
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2562	6	33.69
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2563	2	14.07
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2564	5	36.69
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2565	6	43.84
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2566	2	14.3
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2567	1	7.15
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2568	1	6.75
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2569	1	7.15
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2570	1	7.15
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2571	7	50.36
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2572	1	7.46
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2573	2	14.3
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2574	7	54.4
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2575	2	17.11
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2576	6	43.53
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2577	2	13.78
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2578	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2579	3	16.76
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2580	2	14.92
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2581	2	17.11
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2582	1	7.15
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2583	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2584	1	7.15
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2585	3	21.1
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2586	4	29.53
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2587	2	14.61
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2588	2	14.61
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2589	2	14.61
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2590	7	56.52
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2591	3	22.07
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2592	4	27.29
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2593	3	22.07
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2594	3	20.81
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2595	2	12.86
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2596	3	26.19
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2597	2	14.31
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2598	5	33.76
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2599	4	23.49
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2600	6	44.45
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2601	2	17.11
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2602	6	51.67
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2603	1	8.31
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2604	6	46.66
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2605	3	22.07
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2606	2	13.38
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2607	3	29.76
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2608	8	76.72
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2609	1	9.92
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2610	12	91.71
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2611	11	93.58
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2612	4	27.56
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2613	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2614	6	41.98
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2615	1	6.69
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2616	1	6.69
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2617	9	63.01
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2618	2	14.31
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2619	19	112.22
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2620	6	34.86
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2621	1	5.93
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2622	4	33.87
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2623	2	14.92
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2624	4	31.21
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2625	4	31.72
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2626	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2627	4	30.58
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2628	3	23.09
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2629	15	115.42
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2630	10	73.98
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2631	2	14.61
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2632	2	13.38
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2633	2	14.49
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2635	3	25.49
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2636	6	40.5
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2637	24	156.16
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2638	1	6.75
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2640	3	21.45
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2641	3	28.97
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2642	2	13.38
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2643	7	52.1
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2644	8	60.98
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2645	4	34.57
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2646	2	15.6
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2647	10	55.88
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2648	3	20.81
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2649	5	38.37
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2650	8	54.26
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2651	2	13.63
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2652	3	22.38
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2653	4	28.92
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2654	2	14.92
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2655	4	30.11
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2656	3	17.32
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2657	4	26.54
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2658	9	74.8
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2660	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2661	3	21.77
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2662	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2663	2	14.57
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2664	3	21.76
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2665	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2666	2	13.12
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2667	7	46.32
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2668	3	19.81
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2669	1	6.43
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2670	3	18.81
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2671	3	19.55
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2672	2	13.12
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2673	1	7.15
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2674	21	154.81
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2675	1	7.15
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2676	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2677	3	19.55
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2678	1	6.43
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2679	1	6.19
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2680	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2681	3	19.81
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2682	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2683	1	6.69
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2684	5	35.89
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2685	2	14.3
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2686	1	7.15
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2687	1	7.15
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2689	5	32.67
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2690	4	28.91
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2691	1	7.46
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2692	2	14.61
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2693	4	23.72
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2694	6	32.5
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2695	6	34.7
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2696	6	35.11
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2697	2	11.62
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2698	3	17.8
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2699	1	5.69
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2700	5	28.47
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2701	9	69.68
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2703	15	87.22
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2704	1	7.46
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2705	1	7.46
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2706	4	27.8
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2708	1	7.15
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2709	 	 
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2710	1	7.46
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2711	5	36.07
2021-12-01	2021-12-28	FRAMIDEX N.F SOL.OFT/OTI FCOX2.5ML	2712	1	7.46
